600,Time (s),0.244,0.222,0.236,0.221,0.222,0.218
,PAPI_L1_DCM,261716073,244745710,244939760,244907484,244902052,229923304
,PAPI_L1_ICM,2771,3517,3407,3526,3534,3465
,PAPI_L1_TCM,261718844,244749227,244943167,244911010,244905586,229926769
,PAPI_L2_DCM,35457650,27467543,27479372,27474138,27489270,27411911
,PAPI_L2_ICM,1845,2421,2327,2361,2380,2347
,PAPI_L2_TCM,35459495,27469964,27481699,27476499,27491650,27414258
,PAPI_L3_DCA,35457650,27467543,27479372,27474138,27489270,27411911
,PAPI_L3_ICA,1845,2421,2327,2361,2380,2347
,PAPI_TOT_INS,1518590243,1518589744,1518590259,1518590256,1518590271,1518590244
,,,,
,,,,
1000,Time (s),1.816,1.851,1.830,1.710,1.648,1.747
,PAPI_L1_DCM,1129955548,1129854865,1130878104,1131521027,1130898613,1129824983
,PAPI_L1_ICM,6994,5997,5817,6187,9362,6290
,PAPI_L1_TCM,1129962542,1129860862,1130883921,1131527214,1130907975,1129831273
,PAPI_L2_DCM,132620388,135773896,135484031,132019330,125789697,134507032
,PAPI_L2_ICM,5881,5098,4787,4958,8267,5228
,PAPI_L2_TCM,132626269,135778994,135488818,132024288,125797964,134512260
,PAPI_L3_DCA,132620388,135773896,135484031,132019330,125789697,134507032
,PAPI_L3_ICA,5881,5098,4787,4958,8267,5228
,PAPI_TOT_INS,7018137751,7018137246,7018137742,7018137726,7018137697,7018137209
,,,,
,,,,
1400,Time (s),5.324,5.401,5.279,5.172,5.162,5.262
,PAPI_L1_DCM,3096482756,3098508140,3098515007,3096598003,3096585692,3096368253
,PAPI_L1_ICM,12778,12916,12906,12381,12044,12505
,PAPI_L1_TCM,3096495534,3098521056,3098527913,3096610384,3096597736,3096380758
,PAPI_L2_DCM,344599626,344996602,344317345,344654749,344660059,344438767
,PAPI_L2_ICM,11642,11704,11788,11148,11102,11409
,PAPI_L2_TCM,344611268,345008306,344329133,344665897,344671161,344450176
,PAPI_L3_DCA,344599626,344996602,344317345,344654749,344660059,344438767
,PAPI_L3_ICA,11642,11704,11788,11148,11102,11409
,PAPI_TOT_INS,19243445441,19243445464,19243445947,19243445914,19243445926,19243445955
,,,,
,,,,
1800,Time (s),11.154,12.308,11.063,11.109,12.603,10.959
,PAPI_L1_DCM,6586482099,6585984047,6586361829,6583091383,6591139149,6591708943
,PAPI_L1_ICM,19798,18213,20895,19506,17807,19443
,PAPI_L1_TCM,6586501897,6586002260,6586382724,6583110889,6591156956,6591728386
,PAPI_L2_DCM,737766917,768774588,737239299,737307753,780333508,739356514
,PAPI_L2_ICM,18616,16992,19748,18407,16601,18475
,PAPI_L2_TCM,737785533,768791580,737259047,737326160,780350109,739374989
,PAPI_L3_DCA,737766917,768774588,737239299,737307753,780333508,739356514
,PAPI_L3_ICA,18616,16992,19748,18407,16601,18475
,PAPI_TOT_INS,40882516208,40882516515,40882516160,40882516159,40882516557,40882516220
,,,,
,,,,
2200,Time (s),20.987,21.042,20.976,21.123,21.191,20.888
,PAPI_L1_DCM,12003462052,12011662034,12012084473,12008374434,12008771389,12008332295
,PAPI_L1_ICM,33217,33753,32535,32928,40647,31037
,PAPI_L1_TCM,12003495269,12011695787,12012117008,12008407362,12008812036,12008363332
,PAPI_L2_DCM,1344018800,1344406492,1344190703,1344983157,1342871909,1344610134
,PAPI_L2_ICM,31843,32463,31075,31620,39641,29680
,PAPI_L2_TCM,1344050643,1344438955,1344221778,1345014777,1342911550,1344639814
,PAPI_L3_DCA,1344018800,1344406492,1344190703,1344983157,1342871909,1344610134
,PAPI_L3_ICA,31843,32463,31075,31620,39641,29680
,PAPI_TOT_INS,74623346088,74623346101,74623346061,74623345624,74623345585,74623345583
,,,,
,,,,
2600,Time (s),34.091,34.198,34.342,34.108,34.085,34.424
,PAPI_L1_DCM,19816129740,19808683296,19815949255,19808791559,19816384863,19809028399
,PAPI_L1_ICM,50532,50369,50189,50702,51659,50134
,PAPI_L1_TCM,19816180272,19808733665,19815999444,19808842261,19816436522,19809078533
,PAPI_L2_DCM,2231397178,2232905403,2233627359,2230974882,2232627360,2237164431
,PAPI_L2_ICM,49067,48921,48979,49154,50274,48683
,PAPI_L2_TCM,2231446245,2232954324,2233676338,2231024036,2232677634,2237213114
,PAPI_L3_DCA,2231397178,2232905403,2233627359,2230974882,2232627360,2237164431
,PAPI_L3_ICA,49067,48921,48979,49154,50274,48683
,PAPI_TOT_INS,123153936660,123153936720,123153935921,123153936676,123153936688,123153936760
,,,,
,,,,
3000,Time (s),53.255,52.904,52.385,52.414,52.605,52.696
,PAPI_L1_DCM,30430942082,30431021790,30430813878,30436798942,30422292128,30427443061
,PAPI_L1_ICM,76355,74665,74843,73905,76415,73652
,PAPI_L1_TCM,30431018437,30431096455,30430888721,30436872847,30422368543,30427516713
,PAPI_L2_DCM,3660972147,3643519515,3678427381,3459325208,3613555610,3462722520
,PAPI_L2_ICM,75019,73027,73448,72360,74899,72281
,PAPI_L2_TCM,3661047166,3643592542,3678500829,3459397568,3613630509,3462794801
,PAPI_L3_DCA,3660972147,3643519515,3678427381,3459325208,3613555610,3462722520
,PAPI_L3_ICA,75019,73027,73448,72360,74899,72281
,PAPI_TOT_INS,189162288218,189162288175,189162287911,189162287779,189162288262,189162287926
,,,,
,,,,
