600,Time (s),0.041,0.042,0.042,0.040,0.043,0.040
,PAPI_L1_DCM,13683556,13684290,13682047,13681860,13682102,13681343
,PAPI_L1_ICM,3758,4198,3932,3934,4365,3676
,PAPI_L1_TCM,13687314,13688488,13685979,13685794,13686467,13685019
,PAPI_L2_DCM,437881,484828,478290,394260,468300,373306
,PAPI_L2_ICM,2516,2805,2646,2611,2825,2508
,PAPI_L2_TCM,440397,487633,480936,396871,471125,375814
,PAPI_L3_DCA,437881,484828,478290,394260,468300,373306
,PAPI_L3_ICA,2516,2805,2646,2611,2825,2508
,PAPI_TOT_INS,439898235,439903785,440087071,439901645,439893642,439906934
,,,,
,,,,
1000,Time (s),0.276,0.284,0.293,0.298,0.294,0.305
,PAPI_L1_DCM,63405706,63300947,63434162,63271689,63295236,63391260
,PAPI_L1_ICM,9571,11479,11041,9821,10850,11130
,PAPI_L1_TCM,63415277,63312426,63445203,63281510,63306086,63402390
,PAPI_L2_DCM,24482742,32480024,34801261,37279948,35052438,32216559
,PAPI_L2_ICM,8267,10109,9754,8429,9478,9809
,PAPI_L2_TCM,24491009,32490133,34811015,37288377,35061916,32226368
,PAPI_L3_DCA,24482742,32480024,34801261,37279948,35052438,32216559
,PAPI_L3_ICA,8267,10109,9754,8429,9478,9809
,PAPI_TOT_INS,2022055931,2021683872,2021672591,2021690545,2021686552,2021690821
,,,,
,,,,
1400,Time (s),0.890,0.950,0.933,0.882,0.937,0.888
,PAPI_L1_DCM,173389888,173387478,173367227,173372908,173883727,173812472
,PAPI_L1_ICM,17081,18280,17802,17347,17141,17566
,PAPI_L1_TCM,173406969,173405758,173385029,173390255,173900868,173830038
,PAPI_L2_DCM,118512905,130795348,133824045,121025620,135051135,118170660
,PAPI_L2_ICM,15809,16963,16482,15997,15836,16105
,PAPI_L2_TCM,118528714,130812311,133840527,121041617,135066971,118186765
,PAPI_L3_DCA,118512905,130795348,133824045,121025620,135051135,118170660
,PAPI_L3_ICA,15809,16963,16482,15997,15836,16105
,PAPI_TOT_INS,5530363645,5530364141,5530365655,5530364465,5530367897,5530357940
,,,,
,,,,
1800,Time (s),2.364,1.941,1.930,1.907,2.824,1.924
,PAPI_L1_DCM,375361543,375551924,375222305,375536953,374101226,372562001
,PAPI_L1_ICM,25991,27805,27913,29198,26681,27431
,PAPI_L1_TCM,375387534,375579729,375250218,375566151,374127907,372589432
,PAPI_L2_DCM,260162298,278476112,284988111,280306588,279857406,281487034
,PAPI_L2_ICM,24631,26438,26612,27746,25232,26071
,PAPI_L2_TCM,260186929,278502550,285014723,280334334,279882638,281513105
,PAPI_L3_DCA,260162298,278476112,284988111,280306588,279857406,281487034
,PAPI_L3_ICA,24631,26438,26612,27746,25232,26071
,PAPI_TOT_INS,11733918042,11733916849,11733909703,11733912685,11733913843,11733917872
,,,,
,,,,
2200,Time (s),3.577,3.596,3.552,3.574,3.617,3.558
,PAPI_L1_DCM,1036521579,1036535193,1029195371,1041592265,1036079872,1035828521
,PAPI_L1_ICM,39762,41719,43462,41708,40904,42534
,PAPI_L1_TCM,1036561341,1036576912,1029238833,1041633973,1036120776,1035871055
,PAPI_L2_DCM,459384809,468640182,474112809,462207036,423439175,465460596
,PAPI_L2_ICM,38272,40310,42121,40204,39509,40982
,PAPI_L2_TCM,459423081,468680492,474154930,462247240,423478684,465501578
,PAPI_L3_DCA,459384809,468640182,474112809,462207036,423439175,465460596
,PAPI_L3_ICA,38272,40310,42121,40204,39509,40982
,PAPI_TOT_INS,21400357304,21400347534,21400342983,21400344670,21400344484,21400350319
,,,,
,,,,
2600,Time (s),6.020,6.060,6.070,6.083,7.656,6.058
,PAPI_L1_DCM,2218813470,2215833396,2216107630,2215836289,2210532928,2218259331
,PAPI_L1_ICM,59471,59658,60560,59956,51339,61341
,PAPI_L1_TCM,2218872941,2215893054,2216168190,2215896245,2210584267,2218320672
,PAPI_L2_DCM,679857130,672125995,677084728,681343166,709012300,707155302
,PAPI_L2_ICM,57943,58128,59054,58520,49890,59745
,PAPI_L2_TCM,679915073,672184123,677143782,681401686,709062190,707215047
,PAPI_L3_DCA,679857130,672125995,677084728,681343166,709012300,707155302
,PAPI_L3_ICA,57943,58128,59054,58520,49890,59745
,PAPI_TOT_INS,35297654963,35297664255,35297674013,35297671711,35298282063,35299761984
,,,,
,,,,
3000,Time (s),10.128,10.778,9.231,9.232,9.243,11.856
,PAPI_L1_DCM,3403658196,3405565727,3408547117,3405147675,3405246524,3402894826
,PAPI_L1_ICM,80990,81172,86176,84277,85980,78204
,PAPI_L1_TCM,3403739186,3405646899,3408633293,3405231952,3405332504,3402973030
,PAPI_L2_DCM,1004655494,1135999844,1073041254,1039175459,1048606134,1104300975
,PAPI_L2_ICM,79391,79349,84520,82615,84299,76347
,PAPI_L2_TCM,1004734885,1136079193,1073125774,1039258074,1048690433,1104377322
,PAPI_L3_DCA,1004655494,1135999844,1073041254,1039175459,1048606134,1104300975
,PAPI_L3_ICA,79391,79349,84520,82615,84299,76347
,PAPI_TOT_INS,54193858613,54193869268,54193856671,54193858350,54193856292,54193854172
,,,,
,,,,
