600,Time (s),0.129,0.124,0.113,0.113,0.129,0.113
,PAPI_L1_DCM,122674434,122522407,128899889,128914104,122711327,127415562
,PAPI_L1_ICM,4000,3699,3925,3704,3775,3988
,PAPI_L1_TCM,122678434,122526106,128903814,128917808,122715102,127419550
,PAPI_L2_DCM,13779748,13785916,17437877,17435738,13778573,18982401
,PAPI_L2_ICM,2548,2460,2532,2419,2474,2631
,PAPI_L2_TCM,13782296,13788376,17440409,17438157,13781047,18985032
,PAPI_L3_DCA,13779748,13785916,17437877,17435738,13778573,18982401
,PAPI_L3_ICA,2548,2460,2532,2419,2474,2631
,PAPI_TOT_INS,760276959,760288087,760295897,760384527,760283836,760387626
,,,,
,,,,
1000,Time (s),0.835,0.835,0.860,0.855,0.845,0.867
,PAPI_L1_DCM,565066070,565074133,565556238,565063127,565035750,565060412
,PAPI_L1_ICM,6270,6426,8566,6327,6141,5868
,PAPI_L1_TCM,565072340,565080559,565564804,565069454,565041891,565066280
,PAPI_L2_DCM,62896346,62914601,62874362,62864939,62871824,62865341
,PAPI_L2_ICM,4814,4858,7266,4936,4936,4514
,PAPI_L2_TCM,62901160,62919459,62881628,62869875,62876760,62869855
,PAPI_L3_DCA,62896346,62914601,62874362,62864939,62871824,62865341
,PAPI_L3_ICA,4814,4858,7266,4936,4936,4514
,PAPI_TOT_INS,3511677081,3511663259,3511665717,3511664670,3511666757,3511753522
,,,,
,,,,
1400,Time (s),2.575,2.443,2.485,2.485,2.507,2.458
,PAPI_L1_DCM,1548646770,1549635881,1549653293,1548774413,1549714634,1548687986
,PAPI_L1_ICM,8865,8605,8689,9465,8226,10854
,PAPI_L1_TCM,1548655635,1549644486,1549661982,1548783878,1549722860,1548698840
,PAPI_L2_DCM,172406107,172435399,172441492,172359324,172349018,172358647
,PAPI_L2_ICM,7561,7295,7413,7885,6871,9538
,PAPI_L2_TCM,172413668,172442694,172448905,172367209,172355889,172368185
,PAPI_L3_DCA,172406107,172435399,172441492,172359324,172349018,172358647
,PAPI_L3_ICA,7561,7295,7413,7885,6871,9538
,PAPI_TOT_INS,9626733525,9626735746,9626740679,9626738055,9626728307,9626740886
,,,,
,,,,
1800,Time (s),5.144,5.415,5.247,5.291,5.154,5.125
,PAPI_L1_DCM,3295104641,3292154866,3296540696,3293734280,3294375834,3292034824
,PAPI_L1_ICM,12270,16159,13770,16526,12779,12821
,PAPI_L1_TCM,3295116911,3292171025,3296554466,3293750806,3294388613,3292047645
,PAPI_L2_DCM,369200577,368664547,369394808,368440222,368933291,368397245
,PAPI_L2_ICM,10881,14951,12570,15331,11385,11311
,PAPI_L2_TCM,369211458,368679498,369407378,368455553,368944676,368408556
,PAPI_L3_DCA,369200577,368664547,369394808,368440222,368933291,368397245
,PAPI_L3_ICA,10881,14951,12570,15331,11385,11311
,PAPI_TOT_INS,20449485126,20449483709,20449474862,20449475307,20449481413,20449476410
,,,,
,,,,
2200,Time (s),9.844,9.821,9.788,9.817,9.887,9.961
,PAPI_L1_DCM,6004458475,6004467378,6002799152,6007043906,6004461589,6005018841
,PAPI_L1_ICM,19812,20283,20759,20693,19393,18755
,PAPI_L1_TCM,6004478287,6004487661,6002819911,6007064599,6004480982,6005037596
,PAPI_L2_DCM,671009240,671203084,671197490,671008468,671608576,671408597
,PAPI_L2_ICM,18447,18822,19220,19288,17689,17358
,PAPI_L2_TCM,671027687,671221906,671216710,671027756,671626265,671425955
,PAPI_L3_DCA,671009240,671203084,671197490,671008468,671608576,671408597
,PAPI_L3_ICA,18447,18822,19220,19288,17689,17358
,PAPI_TOT_INS,37323901065,37323906938,37323903545,37323888460,37323920604,37323907204
,,,,
,,,,
2600,Time (s),15.929,16.312,16.207,16.454,15.890,15.972
,PAPI_L1_DCM,9905453429,9906002846,9908888504,9906146660,9905772170,9909416280
,PAPI_L1_ICM,28945,28294,30099,27850,29800,29981
,PAPI_L1_TCM,9905482374,9906031140,9908918603,9906174510,9905801970,9909446261
,PAPI_L2_DCM,1121383694,1112599912,1133609711,1121014980,1111039453,1112965144
,PAPI_L2_ICM,27211,26700,28487,26328,28357,28483
,PAPI_L2_TCM,1121410905,1112626612,1133638198,1121041308,1111067810,1112993627
,PAPI_L3_DCA,1121383694,1112599912,1133609711,1121014980,1111039453,1112965144
,PAPI_L3_ICA,27211,26700,28487,26328,28357,28483
,PAPI_TOT_INS,61594008981,61594018366,61594020560,61594014176,61594012670,61594008319
,,,,
,,,,
3000,Time (s),24.618,24.666,24.601,25.035,25.183,24.643
,PAPI_L1_DCM,15212734778,15215846724,15217296983,15220366060,15212960416,15215549087
,PAPI_L1_ICM,40476,40533,41107,41549,41283,40660
,PAPI_L1_TCM,15212775254,15215887257,15217338090,15220407609,15213001699,15215589747
,PAPI_L2_DCM,1828554334,1728722197,1805041262,1732431364,1861586250,1735556836
,PAPI_L2_ICM,38971,38997,39639,39958,39637,39256
,PAPI_L2_TCM,1828593305,1728761194,1805080901,1732471322,1861625887,1735596092
,PAPI_L3_DCA,1828554334,1728722197,1805041262,1732431364,1861586250,1735556836
,PAPI_L3_ICA,38971,38997,39639,39958,39637,39256
,PAPI_TOT_INS,94603801160,94603802909,94603802118,94603799823,94603802243,94603801487
,,,,
,,,,
